desc,id,name,other.comment,other.created_by,other.creation_date,other.deprecated,other.disjointWith,other.hasAlternativeId,other.namespace,other.onProperty,other.someValuesFrom,other.subset,other.xref,relations.can_be,relations.is_a,id_type,id_number
"A pneumonia that is defined as an acute lung injury after the inhalation of foreign material such as regurgitated acidic gastric contents, petroleum products and laxative oils. This syndrome occurs in patients who have a marked disturbance of consciousness such as that resulting from a drug overdose, seizures, a massive cerebrovascular accident, or the use of anesthesia. Aspiration of gastric contents results in a chemical burn of the tracheobronchial tree and pulmonary parenchyma, causing an intense parenchymal inflammatory reaction. The disesae has_symptom non-productive cough, has_symptom tachypnea, has_symptom bronchospasm, has_symptom bloody sputum, has_symptom frothy sputum, or has_symptom respiratory distress, 2-5 hrs after aspiration.",DOID:3240,aspiration pneumonitis,,,,,,"[DOID:13016, DOID:13506]",[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#NCIthesaurus],"[ICD10CM:J69.0, MESH:D011015, SNOMEDCT_US_2016_03_01:422588002, SNOMEDCT_US_2016_03_01:47839005, UMLS_CUI:C0032290]",[DOID:3241],[DOID:552],DOID,3240
"An urogenital tuberculosis that is located_in urinary bladder, which results in fibrosis of bladder wall muscles.",DOID:754,bladder tuberculosis,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease],"[ICD10CM:A18.12, ICD9CM:016.1, ICD9CM:016.10, SNOMEDCT_US_2016_03_01:186237005, SNOMEDCT_US_2016_03_01:32268008, UMLS_CUI:C0152793]",,"[DOID:2149, DOID:365]",DOID,754
,DOID:0080099,"myopathy, lactic acidosis, and sideroblastic anemia",,[lschriml],[2015-11-10T17:17:42Z],,,,[disease_ontology],,,,"[OMIM:500011, OMIM:600462, OMIM:613561]",,[DOID:423],DOID,80099
,DOID:0080098,myofibrillar myopathy 7,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:613869],,[DOID:423],DOID,80098
,DOID:11606,ileal disease,,,,[true],,,[disease_ontology],,,,,,,DOID,11606
"A candidiasis that involves fungal infection of the meninges caused by Candida species, predominantly in low birth weight neonates with septicemia, resulting in formation of abscesses.",DOID:11607,candidal meningitis,,,,[true],,,[disease_ontology],,,,,,,DOID,11607
,DOID:11600,secondary malignant neoplasm of lymph nodes of multiple site,,,,[true],,,[disease_ontology],,,,,,,DOID,11600
,DOID:3410,carotid artery thrombosis,,,,,,,[disease_ontology],"[http://purl.obolibrary.org/obo/RO_0001025, http://purl.obolibrary.org/obo/RO_0001025]","[http://purl.obolibrary.org/obo/UBERON_0005396, http://purl.obolibrary.org/obo/UBERON_0005396]",,"[MESH:D002341, SNOMEDCT_US_2016_03_01:195181000, SNOMEDCT_US_2016_03_01:86003009, UMLS_CUI:C0007274]",,"[DOID:3407, DOID:4193]",DOID,3410
A lysosomal storage disease that has_material_basis_in deficiency of the alpha-D-manosidase enzyme resulting in the impairment of cell function from a build up of complex sugars derived from glycoproteins in the lysosome.,DOID:3413,alpha-mannosidosis,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[MESH:D008363, NCI:C84548, OMIM:248500, SNOMEDCT_US_2016_03_01:124466001, SNOMEDCT_US_2016_03_01:65524005, UMLS_CUI:C0024748]",,[DOID:3211],DOID,3413
,DOID:11603,infant gynecomastia,,,,,,,[disease_ontology],,,,"[ICD10CM:P83.4, ICD9CM:778.7, MESH:D006177, NCI:C117312, SNOMEDCT_US_2016_03_01:157159001, SNOMEDCT_US_2016_03_01:34831003, UMLS_CUI:C1449721]",,[DOID:3463],DOID,11603
,DOID:0080091,spheroid body myopathy,,[lschriml],[2015-11-10T16:57:47Z],,,,[disease_ontology],,,,[OMIM:182920],,[DOID:423],DOID,80091
,DOID:0080090,reducing body myopathy,,[lschriml],[2015-11-10T16:54:50Z],,,,[disease_ontology],,,,"[OMIM:300717, OMIM:300718]",,[DOID:423],DOID,80090
,DOID:0080093,myofibrillar myopathy 2,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:608810],,[DOID:423],DOID,80093
,DOID:0080092,myofibrillar myopathy 1,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],[OMIM:601419],,[DOID:423],DOID,80092
,DOID:0080095,myofibrillar myopathy 4,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:609452],,[DOID:423],DOID,80095
,DOID:0080094,myofibrillar myopathy 3,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:609200],,[DOID:423],DOID,80094
,DOID:0080097,myofibrillar myopathy 6,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:612954],,[DOID:423],DOID,80097
,DOID:0080096,myofibrillar myopathy 5,,[lschriml],[2015-11-10T16:59:22Z],,,,[disease_ontology],,,,[OMIM:609524],,[DOID:423],DOID,80096
"An extrapulmonary tuberculosis that is located_in lymph node, and has_symptom lymphadenopathy, has_symptom fever, has_symptom weight loss, has_symptom fatigue, has_symptom night sweats and has_symptom cough.",DOID:4889,lymph node tuberculosis,,,,,,[DOID:4888],[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease],"[ICD10CM:A18.2, MESH:D014388, MESH:D018601, NCI:C26896, SNOMEDCT_US_2016_03_01:10893003, SNOMEDCT_US_2016_03_01:186260002, UMLS_CUI:C0041316, UMLS_CUI:C0242830]",,"[DOID:0050598, DOID:9942]",DOID,4889
"A parasitic helminthiasis infectious disease that involves parasitic infection of the liver, pancreas and gall bladder by Opisthorchis viverrini or Opisthorchis felineus. The symptoms include dyspepsia, abdominal pain, diarrhea, constipation, hepatomegaly, cholangitis, cholecystitis, and chlolangiocarcinoma.",DOID:13768,opisthorchiasis,,,,,,,[disease_ontology],,,,"[ICD10CM:B66.0, ICD9CM:121.0, MESH:D009889, SNOMEDCT_US_2016_03_01:1059007, SNOMEDCT_US_2016_03_01:187124006, UMLS_CUI:C0029106]",,[DOID:883],DOID,13768
"A parasitic helminthiasis infectious disease that involves parasitic infection of the bile ducts of the liver by Clonorchis sinensis. The symptoms include abdominal pain, nausea, diarrhea, and eosinophilia. In long-standing infections, cholangitis, cholelithiasis, pancreatitis, and cholangiocarcinoma can develop.",DOID:13767,clonorchiasis,,,,,,,[disease_ontology],,,,"[ICD10CM:B66.1, ICD9CM:121.1, MESH:D003003, SNOMEDCT_US_2016_03_01:11938002, UMLS_CUI:C0009021]",,[DOID:883],DOID,13767
"A lice infestation that involves parasitic infestation by pubic lice Pthirus pubis, which are found in the pubic hair, less commonly in eyebrows, eyelashes, beard, mustache, armpit, perianal area, groin, trunk and scalp. The symptoms include itching in the pubic and groin area. Intense itching leads to scratching which can cause sores and secondary bacterial infection of the skin.",DOID:13760,Pthirus pubis infestation,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#sexually_transmitted_infectious_disease],"[ICD10CM:B85.3, ICD9CM:132.2, NCI:C35777, SNOMEDCT_US_2016_03_01:154420009, SNOMEDCT_US_2016_03_01:187210003, SNOMEDCT_US_2016_03_01:243683001, SNOMEDCT_US_2016_03_01:271545007, SNOMEDCT_US_2016_03_01:71011005, UMLS_CUI:C0030759]",,[DOID:5502],DOID,13760
"A trypanosomiasis that is a chronic, sexually transmitted disease of horses and other equids, caused by the protozoan parasite Trypanosoma equiperdum, which is characterized by swelling of the genitalia, cutaneous plaques and neurological signs.",DOID:13763,dourine,,,,[true],,,[disease_ontology],,,,,,,DOID,13763
"A trypanosomiasis that involves infection of cattle caused by Trypanosoma vivax, which is transmitted by tsetse flies. The symptoms include fever, anemia, abortion, loss of appetite, lethargy, and progressive weight loss.",DOID:13762,bovine trypanosomiasis,,,,[true],,,[disease_ontology],,,,,,,DOID,13762
,DOID:8745,universal ulcerative colitis,,,,[true],,,[disease_ontology],,,,,,,DOID,8745
,DOID:8030,periocular meningioma,,,,,,,[disease_ontology],,,,"[NCI:C6777, UMLS_CUI:C1335383]",,[DOID:3565],DOID,8030
,DOID:8031,pineal region meningioma,,,,,,,[disease_ontology],,,,"[NCI:C6756, UMLS_CUI:C1335418]",,[DOID:5032],DOID,8031
An ovarian embryonal carcinoma that occurs in childhood.,DOID:8036,childhood ovarian embryonal carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6546, UMLS_CUI:C1332989]",,[DOID:5681],DOID,8036
"A dermatitis that is an inflammatory skin condition resulting in flaky, white to yellowish scales on oily areas such as the scalp or inside the ear, which is caused due to a combination of an over production of skin oil and irritation from a yeast Malassezia furfur. The symptoms include itching, skin lesions and scales, redness, plaques and hair loss.",DOID:8741,seborrheic dermatitis,,,,,,[DOID:8740],[disease_ontology],,,,"[ICD10CM:L21, ICD10CM:L21.9, ICD9CM:690.1, ICD9CM:690.10, ICD9CM:706.3, MESH:D012628, NCI:C111888, SNOMEDCT_US_2016_03_01:156328004, SNOMEDCT_US_2016_03_01:156421006, SNOMEDCT_US_2016_03_01:200764003, SNOMEDCT_US_2016_03_01:201241009, SNOMEDCT_US_2016_03_01:50563003, SNOMEDCT_US_2016_03_01:86708008, UMLS_CUI:C0036508]",[DOID:8941],[DOID:2723],DOID,8741
,DOID:8742,"Hodgkin's granuloma involving lymph nodes of head, face, and neck",,,,[true],,,[disease_ontology],,,,,,,DOID,8742
,DOID:8743,erythema infectiosum,,,,,,,[disease_ontology],,,,"[ICD10CM:B08.3, ICD9CM:057.0, MESH:D016731, NCI:C84695, SNOMEDCT_US_2016_03_01:154344005, SNOMEDCT_US_2016_03_01:266193008, SNOMEDCT_US_2016_03_01:34730008, UMLS_CUI:C0085273]",,[DOID:8672],DOID,8743
,DOID:8748,acute dermatitis due to solar radiation,,,,[true],,,[disease_ontology],,,,,,,DOID,8748
,DOID:8749,actinic reticuloid and actinic granuloma,,,,[true],,,[disease_ontology],,,,,,,DOID,8749
,DOID:6370,hepatic osteogenic sarcoma,,,,,,,[disease_ontology],,,,"[NCI:C5833, UMLS_CUI:C1333974]",,"[DOID:270, DOID:3357]",DOID,6370
A male reproductive system cancer that is located_in the testicles.,DOID:2998,testicular cancer,[OMIM mapping confirmed by DO. [SN].],,,,,"[DOID:12231, DOID:5554]",[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#TopNodes_DOcancerslim],"[ICD10CM:C62, ICD10CM:C62.9, ICD10CM:C62.90, ICD9CM:186, MESH:D013736, NCI:C3404, NCI:C5053, NCI:C7251, OMIM:273300, SNOMEDCT_US_2016_03_01:126900000, SNOMEDCT_US_2016_03_01:188228003, SNOMEDCT_US_2016_03_01:236778008, SNOMEDCT_US_2016_03_01:269472003, SNOMEDCT_US_2016_03_01:363449006, SNOMEDCT_US_2016_03_01:94087009, UMLS_CUI:C0039590, UMLS_CUI:C0153594, UMLS_CUI:C1333010]","[DOID:12253, DOID:12276, DOID:12286, DOID:4062, DOID:4739, DOID:4757, DOID:512, DOID:5557, DOID:5680]",[DOID:3856],DOID,2998
,DOID:2997,Sertoli-Leydig cell tumor,,,,,,,[disease_ontology],,,,"[MESH:D018310, SNOMEDCT_US_2016_03_01:34110004, UMLS_CUI:C0206723]",,[DOID:4757],DOID,2997
A mite infestation that involves rash caused by Leptotrombidium deliense.,DOID:8399,trombiculiasis,,,,,,,[disease_ontology],,,,"[MESH:D014323, UMLS_CUI:C0041170]",,[DOID:7894],DOID,8399
,DOID:2236,congenital afibrinogenemia,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[ICD10CM:D68.2, MESH:D000347, NCI:C26692, NCI:C98130, OMIM:202400, SNOMEDCT_US_2016_03_01:278504009, SNOMEDCT_US_2016_03_01:29718007, SNOMEDCT_US_2016_03_01:359727008, UMLS_CUI:C0001733]",,[DOID:2214],DOID,2236
,DOID:2237,hepatitis,,,,,,"[DOID:12352, DOID:14551, DOID:1706, DOID:1707, DOID:2238]",[disease_ontology],,,,"[ICD10CM:K73.9, ICD9CM:570, ICD9CM:571.4, ICD9CM:571.40, ICD9CM:571.41, MESH:D006521, NCI:C82978, SNOMEDCT_US_2016_03_01:155808003, SNOMEDCT_US_2016_03_01:155813004, SNOMEDCT_US_2016_03_01:197268000, SNOMEDCT_US_2016_03_01:197278002, SNOMEDCT_US_2016_03_01:197288001, SNOMEDCT_US_2016_03_01:197289009, SNOMEDCT_US_2016_03_01:266536009, SNOMEDCT_US_2016_03_01:266539002, SNOMEDCT_US_2016_03_01:41889008, SNOMEDCT_US_2016_03_01:76783007, UMLS_CUI:C0001308, UMLS_CUI:C0019189, UMLS_CUI:C0149519]","[DOID:12351, DOID:1884, DOID:2044, DOID:2239]",[DOID:409],DOID,2237
"An epilepsy syndrome that is characterised by seizures that are preceded by an isolated disturbance of a cerebral function and arise from an epileptic focus, a small portion of the brain that serves as the irritant driving the epileptic response.",DOID:2234,focal epilepsy,,,,,,,[disease_ontology],,,,"[MESH:D004828, NCI:C122812, SNOMEDCT_US_2016_03_01:155041001, SNOMEDCT_US_2016_03_01:155044009, SNOMEDCT_US_2016_03_01:193007004, SNOMEDCT_US_2016_03_01:230381009, SNOMEDCT_US_2016_03_01:29753000, SNOMEDCT_US_2016_03_01:67139004, UMLS_CUI:C0014547]","[DOID:12382, DOID:3327, DOID:3328, DOID:3330, DOID:3331, DOID:5129]",[DOID:1826],DOID,2234
,DOID:2235,prothrombin deficiency,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[MESH:D007020, OMIM:613679, UMLS_CUI:C0020640]",,[DOID:0050737],DOID,2235
,DOID:2232,coagulation factor deficiency,,,,[true],,,[disease_ontology],,,,,,,DOID,2232
,DOID:2233,partial epilepsy with impairment of consciousness,,,,[true],,,[disease_ontology],,,,,,,DOID,2233
,DOID:2230,hemophilia,,,,[true],,,[disease_ontology],,,,,,,DOID,2230
,DOID:2231,factor XII deficiency,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[MESH:D005175, OMIM:234000, SNOMEDCT_US_2016_03_01:46981006, UMLS_CUI:C0015526]",,[DOID:0050739],DOID,2231
A hair disease characterized by hair growth that is abnormal in quantity or location.,DOID:420,hypertrichosis,,,,,,,[disease_ontology],,,,"[ICD10CM:L68, ICD10CM:L68.3, ICD10CM:L68.9, MESH:D006983, NCI:C79597, ORDO:79365, SNOMEDCT_US_2016_03_01:156409007, SNOMEDCT_US_2016_03_01:201164001, SNOMEDCT_US_2016_03_01:201165000, SNOMEDCT_US_2016_03_01:271607001, SNOMEDCT_US_2016_03_01:29966009, SNOMEDCT_US_2016_03_01:40090008, UMLS_CUI:C0020555]","[DOID:0111060, DOID:11669]",[DOID:421],DOID,420
An integumentary system disease that is located_in hair.,DOID:421,hair disease,,,,,,,[disease_ontology],,,,"[MESH:D006201, NCI:C34656, SNOMEDCT_US_2016_03_01:156407009, SNOMEDCT_US_2016_03_01:267862002, SNOMEDCT_US_2016_03_01:279425004, UMLS_CUI:C0018500]","[DOID:1838, DOID:420, DOID:4409, DOID:4535]",[DOID:16],DOID,421
,DOID:422,congenital structural myopathy,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],"[MESH:D020914, NCI:C84648, UMLS_CUI:C0752282]","[DOID:3191, DOID:3529]",[DOID:423],DOID,422
A muscular disease in which the muscle fibers do not function resulting in muscular weakness.,DOID:423,myopathy,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_FlyBase_slim],"[ICD10CM:G72.9, ICD10CM:M60-M63, ICD10CM:M62.9, ICD9CM:359.9, MESH:D009135, NCI:C101216, SNOMEDCT_US_2016_03_01:129565002, SNOMEDCT_US_2016_03_01:155094005, SNOMEDCT_US_2016_03_01:155099000, SNOMEDCT_US_2016_03_01:203833006, SNOMEDCT_US_2016_03_01:203845002, SNOMEDCT_US_2016_03_01:267711006, SNOMEDCT_US_2016_03_01:267714003, SNOMEDCT_US_2016_03_01:268103006, SNOMEDCT_US_2016_03_01:52794005, SNOMEDCT_US_2016_03_01:75047002, UMLS_CUI:C0026848]","[DOID:0050760, DOID:0080089, DOID:0080090, DOID:0080091, DOID:0080092, DOID:0080093, DOID:0080094, DOID:0080095, DOID:0080096, DOID:0080097, DOID:0080098, DOID:0080099, DOID:0080100, DOID:0080108, DOID:14717, DOID:422, DOID:431, DOID:633, DOID:699, DOID:767, DOID:853, DOID:929, DOID:9884]",[DOID:66],DOID,423
,DOID:424,pulmonary immaturity,,,,,,,[disease_ontology],,,,"[ICD10CM:P28.0, ICD9CM:770.4, SNOMEDCT_US_2016_03_01:123275009, SNOMEDCT_US_2016_03_01:42908004, UMLS_CUI:C0270163]",,[DOID:850],DOID,424
,DOID:425,certain conditions originating in the perinatal period,,,,[true],,,[disease_ontology],,,,,,,DOID,425
,DOID:2239,granulomatous hepatitis,,,,,,,[disease_ontology],,,,"[NCI:C27015, SNOMEDCT_US_2016_03_01:86514004, UMLS_CUI:C0235369]",,[DOID:2237],DOID,2239
,DOID:9384,gonococcal iridocyclitis,,,,,,,[disease_ontology],,,"[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease, http://purl.obolibrary.org/obo/doid#sexually_transmitted_infectious_disease]","[ICD10CM:A54.32, ICD9CM:098.41, SNOMEDCT_US_2016_03_01:186922002, SNOMEDCT_US_2016_03_01:9091006, UMLS_CUI:C0153212]",,[DOID:9383],DOID,9384
,DOID:763,meningococcal carditis,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease],,,,DOID,763
"An American histoplasmosis that results_in inflammation located_in pericardium, has_material_basis_in Histoplasma capsulatum var capsulatum, transmitted_by airborne spores and has_symptom pleural effusions, has_symptom chest pain and has_symptom cough.",DOID:10233,Histoplasma capsulatum pericarditis,,,,[true],,,[disease_ontology],,,,,,,DOID,10233
,DOID:10230,aortic atherosclerosis,,,,,,,[disease_ontology],,,,"[ICD10CM:I70.0, ICD9CM:440.0, SNOMEDCT_US_2016_03_01:155415000, SNOMEDCT_US_2016_03_01:195252007, SNOMEDCT_US_2016_03_01:81817003, UMLS_CUI:C0155733]",,[DOID:1936],DOID,10230
,DOID:10236,exhibitionism,,,,,,,[disease_ontology],,,,"[ICD10CM:F65.2, ICD9CM:302.4, MESH:D005084, NCI:C94352, SNOMEDCT_US_2016_03_01:154907002, SNOMEDCT_US_2016_03_01:191781000, SNOMEDCT_US_2016_03_01:192514003, SNOMEDCT_US_2016_03_01:268763002, SNOMEDCT_US_2016_03_01:58349009, UMLS_CUI:C0015269]",,[DOID:0060044],DOID,10236
A malignant neoplasm that is manifested in the pelvic region.,DOID:10237,pelvic cancer,,,,[true],,,[disease_ontology],,,,,,,DOID,10237
,DOID:10234,histoplasmosis pericarditis,,,,,,,[disease_ontology],,,,"[ICD9CM:115.93, SNOMEDCT_US_2016_03_01:187059008, UMLS_CUI:C0153279]",,[DOID:1787],DOID,10234
,DOID:10235,Brown's tendon sheath syndrome,,,,,,,[disease_ontology],,,,"[ICD10CM:H50.61, ICD9CM:378.61, MESH:D015835, SNOMEDCT_US_2016_03_01:35929003, UMLS_CUI:C0155339]",,[DOID:9306],DOID,10235
,DOID:10238,"malignant neoplasm of rectum, rectosigmoid junction and anus",,,,[true],,,[disease_ontology],,,,,,,DOID,10238
,DOID:10239,"malignant neoplasm of pelvic bones, sacrum and coccyx",,,,[true],,,[disease_ontology],,,,,,,DOID,10239
,DOID:6425,eyelid carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6078, UMLS_CUI:C0920196]",,"[DOID:0060116, DOID:3451, DOID:530]",DOID,6425
,DOID:6424,pediatric CNS teratoma,,,,[true],,,[disease_ontology],,,,,,,DOID,6424
,DOID:6423,childhood central nervous system mature teratoma,,,,,,,[disease_ontology],,,,"[NCI:C27404, UMLS_CUI:C1332955]",,[DOID:6017],DOID,6423
"A bronchial disease that is an inflammation of the bronchial tubes. It is caused by bacteria and viruses. The disease has_symptom cough with mucus, has_symptom shortness of breath, has_symptom low fever and has_symptom chest tightness.",DOID:6132,bronchitis,,,,,,"[DOID:13503, DOID:13504, DOID:13707, DOID:13728, DOID:13729, DOID:5049, DOID:6130, DOID:6131, DOID:9982, DOID:9983]",[disease_ontology],,,,"[CSP:2596-1500, ICD10CM:J20, ICD10CM:J20.9, ICD10CM:J40, ICD10CM:J42, ICD9CM:466.0, ICD9CM:490, ICD9CM:491, ICD9CM:491.9, MESH:D001991, MESH:D029481, NCI:C26722, NCI:C26932, NCI:C2911, SNOMEDCT_US_2016_03_01:10509002, SNOMEDCT_US_2016_03_01:155512004, SNOMEDCT_US_2016_03_01:155515002, SNOMEDCT_US_2016_03_01:155566007, SNOMEDCT_US_2016_03_01:155572007, SNOMEDCT_US_2016_03_01:155616009, SNOMEDCT_US_2016_03_01:195713004, SNOMEDCT_US_2016_03_01:195733000, SNOMEDCT_US_2016_03_01:195936003, SNOMEDCT_US_2016_03_01:195940007, SNOMEDCT_US_2016_03_01:195956002, SNOMEDCT_US_2016_03_01:266354009, SNOMEDCT_US_2016_03_01:266380005, SNOMEDCT_US_2016_03_01:266395007, SNOMEDCT_US_2016_03_01:32398004, SNOMEDCT_US_2016_03_01:35301006, SNOMEDCT_US_2016_03_01:63480004, UMLS_CUI:C0006277, UMLS_CUI:C0008677, UMLS_CUI:C0149514]",,[DOID:1176],DOID,6132
,DOID:6139,uterine corpus epithelioid leiomyosarcoma,,,,,,,[disease_ontology],,,,"[NCI:C40174, UMLS_CUI:C1519851]",,"[DOID:5264, DOID:5289]",DOID,6139
,DOID:6428,cervical adenoid basal carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C40213, UMLS_CUI:C1516403]",,[DOID:2893],DOID,6428
,DOID:6258,type 1 papillary adenoma of the kidney,,,,,,,[disease_ontology],,,,"[NCI:C39809, UMLS_CUI:C1519706]",,[DOID:6257],DOID,6258
,DOID:12983,transient disorder of initiating or maintaining sleep,,,,[true],,,[disease_ontology],,,,,,,DOID,12983
,DOID:12986,leukostasis,,,,,,,[disease_ontology],,,,"[MESH:D018921, NCI:C4062, SNOMEDCT_US_2016_03_01:30419000, UMLS_CUI:C0282548]",,[DOID:9500],DOID,12986
,DOID:12987,agranulocytosis,,,,,,,[disease_ontology],,,,"[ICD10CM:D70, MESH:D000380, NCI:C2863, SNOMEDCT_US_2016_03_01:142919000, SNOMEDCT_US_2016_03_01:154830007, SNOMEDCT_US_2016_03_01:165508008, SNOMEDCT_US_2016_03_01:17182001, SNOMEDCT_US_2016_03_01:191336001, SNOMEDCT_US_2016_03_01:191350006, SNOMEDCT_US_2016_03_01:310589001, SNOMEDCT_US_2016_03_01:417672002, SNOMEDCT_US_2016_03_01:72885007, UMLS_CUI:C0001824]",[DOID:1227],[DOID:615],DOID,12987
